id,Timestamp,ComponentID,ComponentState,SystemType,TestMode,ParticipantID,ParticipantSex,ParticipantAge
0,37.16468,HV700,Open,PackedGreen,Screen,2,Male,0
1,37.16468,HV700,Open,PackedGreen,Screen,2,Male,0
2,37.16468,HV701,Close,PackedGreen,Screen,2,Male,0
3,37.16468,HV701,Close,PackedGreen,Screen,2,Male,0
4,39.38482,HV700,Open,PackedGreen,Screen,2,Male,0
5,39.38482,HV700,Open,PackedGreen,Screen,2,Male,0
6,39.38482,HV701,Open,PackedGreen,Screen,2,Male,0
7,39.38482,HV701,Open,PackedGreen,Screen,2,Male,0
8,39.38482,FIC703,Close,PackedGreen,Screen,2,Male,0
9,39.38482,FIC703,Close,PackedGreen,Screen,2,Male,0
10,42.83336,HV700,Open,PackedGreen,Screen,2,Male,0
11,42.83336,HV700,Open,PackedGreen,Screen,2,Male,0
12,42.83336,HV701,Open,PackedGreen,Screen,2,Male,0
13,42.83336,HV701,Open,PackedGreen,Screen,2,Male,0
14,42.83336,FIC703,Open,PackedGreen,Screen,2,Male,0
15,42.83336,FIC703,Open,PackedGreen,Screen,2,Male,0
16,42.83336,HV806,0,PackedGreen,Screen,2,Male,0
17,42.83336,HV806,0,PackedGreen,Screen,2,Male,0
18,66.03688,HV700,Open,PackedGreen,Screen,2,Male,0
19,66.03688,HV700,Open,PackedGreen,Screen,2,Male,0
20,66.03688,HV701,Open,PackedGreen,Screen,2,Male,0
21,66.03688,HV701,Open,PackedGreen,Screen,2,Male,0
22,66.03688,FIC703,Open,PackedGreen,Screen,2,Male,0
23,66.03688,FIC703,Open,PackedGreen,Screen,2,Male,0
24,66.03688,HV806,1,PackedGreen,Screen,2,Male,0
25,66.03688,HV806,1,PackedGreen,Screen,2,Male,0
26,66.03688,PRV807,0,PackedGreen,Screen,2,Male,0
27,66.03688,PRV807,0,PackedGreen,Screen,2,Male,0
28,68.39855,HV700,Open,PackedGreen,Screen,2,Male,0
29,68.39855,HV700,Open,PackedGreen,Screen,2,Male,0
30,68.39855,HV701,Open,PackedGreen,Screen,2,Male,0
31,68.39855,HV701,Open,PackedGreen,Screen,2,Male,0
32,68.39855,FIC703,Open,PackedGreen,Screen,2,Male,0
33,68.39855,FIC703,Open,PackedGreen,Screen,2,Male,0
