id,Timestamp,ComponentID,ComponentState,SystemType,TestMode,ParticipantID,ParticipantSex,ParticipantAge
0,30.7896,HV700,Open,PackedGreen,VR,2,Male,27
1,30.7896,HV700,Open,PackedGreen,VR,2,Male,27
2,30.7896,HV701,Close,PackedGreen,VR,2,Male,27
3,30.7896,HV701,Close,PackedGreen,VR,2,Male,27
4,32.62189,HV700,Open,PackedGreen,VR,2,Male,27
5,32.62189,HV700,Open,PackedGreen,VR,2,Male,27
6,32.62189,HV701,Open,PackedGreen,VR,2,Male,27
7,32.62189,HV701,Open,PackedGreen,VR,2,Male,27
8,32.62189,FIC703,Close,PackedGreen,VR,2,Male,27
9,32.62189,FIC703,Close,PackedGreen,VR,2,Male,27
10,35.01145,HV700,Open,PackedGreen,VR,2,Male,27
11,35.01145,HV700,Open,PackedGreen,VR,2,Male,27
12,35.01145,HV701,Open,PackedGreen,VR,2,Male,27
13,35.01145,HV701,Open,PackedGreen,VR,2,Male,27
14,35.01145,FIC703,Open,PackedGreen,VR,2,Male,27
15,35.01145,FIC703,Open,PackedGreen,VR,2,Male,27
16,35.01145,HV806,0,PackedGreen,VR,2,Male,27
17,35.01145,HV806,0,PackedGreen,VR,2,Male,27
18,36.52612,HV700,Open,PackedGreen,VR,2,Male,27
19,36.52612,HV700,Open,PackedGreen,VR,2,Male,27
20,36.52612,HV701,Open,PackedGreen,VR,2,Male,27
21,36.52612,HV701,Open,PackedGreen,VR,2,Male,27
22,36.52612,FIC703,Open,PackedGreen,VR,2,Male,27
23,36.52612,FIC703,Open,PackedGreen,VR,2,Male,27
24,36.52612,HV806,1,PackedGreen,VR,2,Male,27
25,36.52612,HV806,1,PackedGreen,VR,2,Male,27
26,36.52612,PRV807,0,PackedGreen,VR,2,Male,27
27,36.52612,PRV807,0,PackedGreen,VR,2,Male,27
28,37.95246,HV700,Open,PackedGreen,VR,2,Male,27
29,37.95246,HV700,Open,PackedGreen,VR,2,Male,27
30,37.95246,HV701,Open,PackedGreen,VR,2,Male,27
31,37.95246,HV701,Open,PackedGreen,VR,2,Male,27
32,37.95246,FIC703,Open,PackedGreen,VR,2,Male,27
33,37.95246,FIC703,Open,PackedGreen,VR,2,Male,27
34,37.95246,HV806,1,PackedGreen,VR,2,Male,27
35,37.95246,HV806,1,PackedGreen,VR,2,Male,27
36,37.95246,PRV807,1,PackedGreen,VR,2,Male,27
37,37.95246,PRV807,1,PackedGreen,VR,2,Male,27
38,37.95246,HV704,Close,PackedGreen,VR,2,Male,27
39,37.95246,HV704,Close,PackedGreen,VR,2,Male,27
40,39.92454,HV700,Open,PackedGreen,VR,2,Male,27
41,39.92454,HV700,Open,PackedGreen,VR,2,Male,27
42,39.92454,HV701,Open,PackedGreen,VR,2,Male,27
43,39.92454,HV701,Open,PackedGreen,VR,2,Male,27
44,39.92454,FIC703,Open,PackedGreen,VR,2,Male,27
45,39.92454,FIC703,Open,PackedGreen,VR,2,Male,27
46,39.92454,HV806,1,PackedGreen,VR,2,Male,27
47,39.92454,HV806,1,PackedGreen,VR,2,Male,27
